gen	pop	freqMut	ScoefMut	DcoefMut	Ne	hmode	prod	U	rho	seed
40000	1	0.0377159	0.00364499	0.165831	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0232757	0.00129505	0.311512	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.108598	0.000855532	0.0554259	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.049156	0.000452214	0.114066	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0218251	0.000843189	0.298404	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.10873	0.00481608	0.00876586	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.10873	0.00373916	0.0269697	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.03976	0.00578528	0.0148618	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0238692	0.00541013	0.100111	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0555189	0.00662218	0.0488357	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0158249	0.0332683	0.0443204	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.105565	0.00217318	0.335472	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0882896	0.00120017	0.0382788	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0329025	0.011026	0.168249	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0707833	0.000436847	0.0550749	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0171436	0.0530915	0.0182573	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0126929	0.00280738	0.170863	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0346828	0.00176689	0.0695376	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00520902	0.0265293	0.117305	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0180997	0.00052986	0.307684	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.011473	0.256744	0.00230093	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0203745	0.017684	0.000826249	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0100884	0.0305564	0.129138	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0138468	0.0151131	0.0829995	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0512001	0.0319233	0.0232581	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0327707	0.00614784	0.170832	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0111104	0.00317345	0.0682811	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0856521	0.000458859	0.230357	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.146413	0.000269316	0.101934	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0072201	0.00112297	0.0905482	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0096268	0.0582347	0.125654	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00524199	0.0325002	0.211	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0287815	0.00306207	0.0821555	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0189898	0.0105643	0.415004	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0162535	0.22872	0.00871013	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.149018	3.82393e-05	0.296177	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00514308	0.0318055	0.0826448	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00639589	0.00716839	0.313801	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0117697	0.0100675	0.349086	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00646182	0.716936	0.00342254	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0400567	0.0234688	0.0104195	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00837399	0.0140857	0.204871	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0128907	0.0250702	0.00594684	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00837399	0.00909652	0.0578758	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0133522	0.0523232	0.0166204	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0354741	0.00601532	0.0484858	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0122972	0.0291304	0.136057	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0065937	0.0219001	0.387138	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00685744	0.0158874	0.0402198	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0238032	0.00313795	0.21762	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00926414	0.791708	0.00033436	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0619148	0.03579	0.00152538	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0207042	0.00975343	0.0946601	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00880258	0.00504921	0.188503	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00623104	0.0140208	0.305568	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00623104	0.0423496	0.0335879	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00764869	0.00298974	0.191579	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0557827	0.00348745	0.08772	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0120994	0.00239862	0.141501	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00590136	0.0653736	0.124228	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00586839	0.00649361	0.299654	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00530793	0.109345	0.0088143	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0105169	0.0229565	0.0437278	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0105169	0.0241334	0.100799	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0270342	0.0448254	0.0367167	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0152974	0.0134495	0.22709	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0121654	0.0209051	0.0639865	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0661348	0.0103499	0.0547111	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0224845	0.0334907	0.037301	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.107972	0.00219081	0.197262	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0161875	0.00289627	0.279815	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0766188	9.05196e-05	0.203903	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.013649	0.0715038	0.00953148	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0891797	0.0202474	0.000607615	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0123961	0.0819634	0.0199296	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0185283	0.0519662	0.0449049	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.146875	0.00291619	0.035775	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0122313	0.00392574	0.359639	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00619807	0.0402683	0.125777	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0612884	0.00138241	0.121055	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0961361	0.000902624	0.205634	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0165502	0.0292871	0.208461	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0157589	0.0348727	0.0858991	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.020902	0.00555636	0.489312	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0141435	0.0140292	0.0306693	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.007319	0.101854	0.0707737	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.021924	0.00551242	0.085701	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00860477	0.00608336	0.176108	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00890149	0.339931	0.000396285	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00863774	0.259595	0.00994853	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0308255	0.0119505	0.0794069	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00679151	0.279195	0.00410511	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0296716	0.0414878	0.024853	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.026111	0.00502262	0.0542978	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0113082	0.361674	0.00646799	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00632995	0.10106	0.0600116	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0066926	0.536862	0.0152879	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0144402	0.225402	0.00115657	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0143413	0.0101823	0.0130499	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0206383	0.00190253	0.31646	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0112423	0.00417135	0.243883	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00517605	0.0214359	0.0988903	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00893446	0.394408	0.00286458	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00649479	0.0290107	0.0752313	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00929711	0.0226979	0.287387	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0246604	0.0104896	0.0496056	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0170777	0.0382009	0.0140319	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0579586	0.000985742	0.435316	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00857181	0.0284392	0.0246571	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00827509	0.317592	0.0044547	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00557167	0.0246809	0.28301	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.014605	0.0247352	0.0679893	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00623104	0.865069	0.00256813	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00883555	0.0723131	0.0391297	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00735197	0.118672	0.0107099	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00735197	0.0521813	0.0941226	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0253857	0.0206089	0.0373468	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0597719	0.00256589	0.0786237	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0259792	0.00468906	0.390868	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0192866	0.0158492	0.074999	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.04187	0.00185095	0.468652	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0412436	0.000719764	0.235458	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0111104	0.000983684	0.449322	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00583542	0.203799	0.00597408	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.007319	0.00591533	0.426583	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0163524	0.00667778	0.428899	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0163524	0.0510519	0.00534571	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0336608	0.00378404	0.0566655	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0173744	0.011424	0.0523396	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0448371	0.000115301	0.198274	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.036562	0.0154969	0.0216848	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0634973	0.000443833	0.278199	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0155941	0.0290968	0.0610027	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00903336	0.0756581	0.00972565	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00623104	0.0732793	0.0311865	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0256824	0.000260632	0.26635	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0108137	0.00117099	0.389534	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0287815	0.00491948	0.0782346	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00636292	0.0205683	0.308406	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0059673	0.356011	0.000803568	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0244956	0.00361967	0.20519	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.035573	0.00438063	0.134514	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0302651	0.0261203	0.0435746	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0280562	0.00605939	0.104092	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00507715	0.0323929	0.0483587	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00735197	0.0461831	0.0510717	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0055387	0.0367118	0.146295	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0267704	0.00990601	0.088713	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00642885	0.329173	0.000543058	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00725307	0.00308084	0.353042	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0201108	0.0156277	0.0524873	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0182645	0.000234121	0.14218	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00929711	0.00103874	0.278577	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0412436	0.000752837	0.488439	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0182316	0.00276436	0.154054	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0174074	0.0010741	0.0400879	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00695635	0.1469	0.0103658	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00698932	0.0953211	0.0473633	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00903336	0.00643637	0.395003	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00550574	0.972582	0.00448147	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00517605	0.734324	0.00044112	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00557167	0.176361	0.00114327	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00530793	0.00013443	0.0481715	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00557167	0.00605724	0.0606599	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0486944	0.00720181	0.064836	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0152974	0.0100475	0.00683656	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00590136	0.00146353	0.35248	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00590136	0.00466874	0.483522	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0446393	0.110046	0.00208197	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0203745	0.0228283	0.0123106	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0164183	0.0270188	0.0504018	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00708822	0.00139663	0.0687939	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0111763	0.0151653	0.113578	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0155611	0.178372	0.00448042	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0111763	0.0212459	0.138662	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0286166	0.0815468	0.00511793	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00843993	0.00481047	0.482448	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00843993	0.0027007	0.190492	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00501121	0.0890013	0.0109806	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00547277	0.155661	0.00393485	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00511011	0.655644	0.0029303	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0152644	0.00293207	0.358759	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0507055	0.00905455	0.173316	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00603323	0.403356	0.0196817	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00619807	0.00472573	0.100387	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00547277	0.00659142	0.0445533	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0196162	0.225817	0.00573768	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00778056	0.911805	0.000780145	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00863774	0.132638	0.0280475	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0117368	0.0277358	0.124021	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0150007	0.00698644	0.0945609	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0150336	0.0263119	0.10354	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0247923	0.000285825	0.315968	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00695635	0.166644	0.0229222	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00534089	0.00265662	0.148921	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0151325	0.0272158	0.0496666	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00616511	0.031077	0.388887	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0382434	0.000931636	0.292464	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.023045	0.0256813	0.0514956	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0100224	0.185353	0.00125541	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00998945	0.936114	0.00283314	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0137149	0.285422	0.00150769	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00547277	0.0333544	0.073736	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0112752	0.033199	0.0168521	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0054398	0.0338948	0.0192078	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00530793	0.034628	0.0586203	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00939602	0.000791794	0.0186859	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00939602	0.0615943	0.0150677	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00632995	0.232053	0.0045559	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0475076	0.00682822	0.130281	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0118357	0.0127421	0.0529528	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0299024	0.0121558	0.0187875	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0120005	0.234856	0.0015958	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.012561	0.12233	0.0112149	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00982461	0.0384327	0.0411951	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0123632	0.247705	0.00106128	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00600026	0.84129	0.000727305	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00514308	0.0561668	0.0801988	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0108466	0.128825	0.00805157	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0321113	0.00914391	0.313642	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00583542	0.00148621	0.0961298	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00540683	0.185442	0.0108103	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0122643	0.000239519	0.0399073	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0072201	0.185603	0.0476747	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00642885	0.267372	0.0185046	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.012528	0.832008	0.000145841	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0140446	0.114701	0.0416087	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0199459	0.0378418	0.0151981	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0117697	0.0853033	0.0301382	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0201437	0.00584505	0.185757	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0173414	0.000401452	0.384235	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00728603	0.0172032	0.0693627	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0229461	0.0952995	0.00753297	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0106488	0.00873556	0.232001	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00748385	0.0107664	0.00676125	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00850587	0.166273	0.00458363	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00952789	0.382107	0.00712271	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00609917	0.130682	0.0108948	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.015693	0.114323	0.00838547	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00824212	0.327267	0.00590262	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00926414	0.00688008	0.350145	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0127258	0.00489572	0.148349	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00511011	0.103956	0.0041239	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0115719	0.00115435	0.408985	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00580245	0.0371054	0.0511282	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00754978	0.644923	0.0015253	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00840696	0.0171965	0.0175998	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00728603	0.239054	0.0172689	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0110444	0.0115506	0.0309664	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00896743	0.0968908	0.0112682	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0483318	0.000499985	0.371228	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0129236	0.0130774	0.20657	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0241	0.000334663	0.0371184	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00524199	0.0564205	0.13305	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0109455	0.129684	0.000425904	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0180997	0.00854854	0.273771	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0120005	0.0102506	0.252959	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0117697	0.00946266	0.179985	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00942899	0.00787294	0.435147	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.00942899	0.0170045	0.08263	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0206053	0.150974	0.00829311	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
40000	1	0.0109785	0.00302977	0.255367	Ne20000	hmode1	prod1	U2	rho0.0001	seed147320400
