gen	pop	freqMut	ScoefMut	DcoefMut	Ne	hmode	prod	U	rho	seed
40000	1	0.0175275	0.00258398	0.145628	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0176275	0.0521978	0.00504718	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0124958	0.00337276	0.102633	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0141619	0.0115668	0.0680941	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0392203	0.0121505	0.15904	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0460846	0.00228163	0.170503	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00879707	0.156954	0.00138789	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00843052	0.839986	0.000824805	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0151616	0.279346	0.0196177	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0139287	0.146821	0.00407204	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0114628	0.010493	0.090748	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0502166	0.0176979	0.00992628	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00699767	0.0283769	0.0270328	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0810063	0.0035533	0.0179457	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00936355	0.000681233	0.301306	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0062979	0.606281	0.00032092	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0123292	0.00459206	0.0202473	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0154615	0.00553809	0.229363	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00743086	0.00436506	0.444925	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00556481	0.024768	0.49028	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.016128	0.00849361	0.160155	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0612463	0.000740149	0.0636378	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0533822	0.00117687	0.412258	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0135621	0.00320785	0.0189682	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00729757	0.00211604	0.320905	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0169277	0.00379643	0.0542497	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0167611	0.0159546	0.0761168	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0107298	0.448511	0.00397568	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0120293	0.0625933	0.0300411	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00556481	0.0368013	0.238155	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00826391	0.22663	0.0135045	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00526491	0.021164	0.158518	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00889703	0.0016199	0.485496	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0145951	0.0159597	0.136488	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0155615	0.0203279	0.0631273	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00939687	0.0836411	0.00695036	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0291903	0.0163241	0.00331626	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0102632	0.0740733	0.00639856	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00546485	0.0179827	0.176077	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00936355	0.0648002	0.096177	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00789737	0.0218815	0.375503	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0184272	0.0831124	0.0142135	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0583139	0.000323382	0.478959	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0202932	0.00645069	0.170896	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00613129	0.0137974	0.0811251	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00576475	0.194719	0.0386079	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0145951	0.0177086	0.0699384	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00603132	0.0644274	0.0638709	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00559813	0.00321062	0.216771	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0104632	0.133759	0.0296977	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00883039	0.0598268	0.0568438	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0353216	0.00629983	0.0283383	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0203599	0.00618365	0.035759	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0159613	0.0388511	0.00257805	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0193269	0.145775	0.00575243	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0074975	0.951275	0.00680131	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0304898	0.01712	0.0992064	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0346884	0.00165278	0.0252004	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0107631	0.00796857	0.101536	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00806398	0.00440684	0.195999	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00666445	0.0454082	0.0904167	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0112962	0.678991	0.000912598	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00513162	0.00609193	0.254159	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0294902	0.0202629	0.0151318	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0050983	0.849236	0.000356064	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0169943	0.0656735	0.0189489	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0062979	0.0193663	0.255396	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0119294	0.00387794	0.126458	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.0131623	0.00675043	0.118153	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00596468	0.277416	0.0350748	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
40000	1	0.00576475	0.0212579	0.0362354	Ne20000	hmode1	prod1	U2	rho0.0001	seed140631444
